fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1770998400000,1773864000000,1773878400000,1775016000000,5,20,52,48,-0.66,7.17,3.19,1.32,3,100.0,100.0,150.0,0,1.031897
1,1772150400000,1775016000000,1775030400000,1776168000000,5,20,52,48,1.95,8.78,6.54,2.84,3,66.67,100.0,150.0,0,1.099431
