fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1756022400000,1763208000000,1763222400000,1766088000000,12,60,52,48,72.48,105.74,3.51,16.56,2,100.0,100.0,100.0,0,1.035145
1,1758902400000,1766088000000,1766102400000,1768968000000,12,60,52,48,126.88,158.72,-1.63,14.84,5,40.0,83.33,83.33,2,1.018268
2,1761782400000,1768968000000,1768982400000,1771848000000,5,50,52,48,85.24,118.08,-1.61,6.18,1,0.0,100.0,100.0,0,1.001868
3,1764662400000,1771848000000,1771862400000,1774728000000,5,20,55,48,4.65,17.03,-3.91,7.53,5,60.0,62.5,83.33,4,0.962708
