symbol,bars,start_ts,end_ts,start_iso_utc,end_iso_utc,grid_top_fast,grid_top_slow,grid_top_rsi_buy,grid_top_rsi_sell,grid_top_return_pct,grid_top_max_dd_pct,grid_top_entry_fill_rate,ga_full_fast,ga_full_slow,ga_full_rsi_buy,ga_full_rsi_sell,ga_full_return_pct,ga_full_max_dd_pct,ga_full_entry_fill_rate,wf_folds,wf_grid_oos_return_pct,wf_grid_oos_max_dd_pct,wf_grid_oos_trades,wf_grid_oos_win_rate,wf_grid_oos_avg_entry_fill_rate,wf_grid_oos_avg_exit_fill_rate,wf_grid_oos_total_limit_expired,wf_ga_oos_return_pct,wf_ga_oos_max_dd_pct,wf_ga_oos_trades,wf_ga_oos_win_rate,wf_ga_oos_avg_entry_fill_rate,wf_ga_oos_avg_exit_fill_rate,wf_ga_oos_total_limit_expired,wf_ga_minus_grid_return_pct,preferred_method
ETH-USDT,1440,1756022400000,1776744000000,2025-08-24T08:00:00+00:00,2026-04-21T04:00:00+00:00,10,50,58,48,48.38,8.48,51.52,15,40,55,48,48.16,12.23,80.0,4,12.57,2.27,11,45.45,68.75,52.5,18,13.44,1.18,11,45.45,74.47,65.0,15,0.87,ga
BNB-USDT,1440,1756022400000,1776744000000,2025-08-24T08:00:00+00:00,2026-04-21T04:00:00+00:00,15,60,58,48,51.3,17.58,51.85,12,60,58,48,41.23,15.53,55.56,4,-1.94,8.22,14,35.71,49.33,64.86,26,-1.94,8.22,14,35.71,49.33,64.86,26,0.0,grid
STRK-USDT,1440,1756022400000,1776744000000,2025-08-24T08:00:00+00:00,2026-04-21T04:00:00+00:00,12,60,52,48,163.99,25.15,87.5,12,60,52,48,152.34,25.15,83.33,4,-3.73,7.0,13,53.85,86.46,91.66,6,0.12,5.46,13,61.54,86.46,95.83,5,3.85,ga
BTC-USDT,1440,1756022400000,1776744000000,2025-08-24T08:00:00+00:00,2026-04-21T04:00:00+00:00,10,50,55,48,17.82,10.54,57.5,12,50,55,48,15.48,11.48,57.5,4,-11.44,11.44,20,40.0,71.97,46.59,33,-8.38,8.38,15,33.33,60.56,47.98,27,3.06,ga
SOL-USDT,1440,1756022400000,1776744000000,2025-08-24T08:00:00+00:00,2026-04-21T04:00:00+00:00,15,60,58,48,25.16,12.61,55.17,8,50,58,48,21.77,13.22,80.77,4,-18.24,18.24,15,40.0,66.97,54.23,21,-28.16,28.16,16,43.75,76.25,47.22,23,-9.92,grid
UNI-USDT,1440,1756022400000,1776744000000,2025-08-24T08:00:00+00:00,2026-04-21T04:00:00+00:00,5,20,55,48,36.54,24.28,73.68,5,20,58,48,27.43,24.69,65.79,4,-29.69,29.69,10,10.0,85.0,64.28,10,-38.11,38.11,13,15.38,74.53,43.75,21,-8.42,grid
