fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1756022400000,1763208000000,1763222400000,1766088000000,8,50,52,48,24.06,33.45,-13.58,18.38,4,25.0,66.67,44.44,7,0.864162
1,1758902400000,1766088000000,1766102400000,1768968000000,8,20,58,48,-7.45,9.56,10.38,4.65,5,80.0,83.33,62.5,4,0.953841
2,1761782400000,1768968000000,1768982400000,1771848000000,5,30,58,48,-9.77,8.85,-10.72,14.09,3,33.33,75.0,37.5,6,0.85156
3,1764662400000,1771848000000,1771862400000,1774728000000,15,60,58,42,-11.77,5.97,-15.64,15.86,4,25.0,80.0,44.44,6,0.718353
