fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1756022400000,1763208000000,1763222400000,1766088000000,15,40,55,48,4.7,16.83,5.82,6.23,3,33.33,75.0,60.0,3,1.058206
1,1758902400000,1766088000000,1766102400000,1768968000000,10,40,55,48,8.57,23.09,7.22,4.76,3,66.67,50.0,50.0,6,1.134644
2,1761782400000,1768968000000,1768982400000,1771848000000,15,60,58,48,6.79,16.05,-2.27,3.64,1,0.0,100.0,50.0,1,1.108889
3,1764662400000,1771848000000,1771862400000,1774728000000,15,60,55,48,6.37,16.35,1.51,10.82,4,50.0,50.0,50.0,8,1.12565
