fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1756022400000,1763208000000,1763222400000,1766088000000,8,20,52,48,7.38,18.54,-7.35,9.15,6,50.0,54.55,50.0,11,0.926499
1,1758902400000,1766088000000,1766102400000,1768968000000,10,20,52,48,-10.94,5.56,4.44,4.69,6,33.33,66.67,60.0,7,0.967624
2,1761782400000,1768968000000,1768982400000,1771848000000,10,20,55,48,-15.83,2.05,-6.5,7.08,4,25.0,100.0,40.0,6,0.904739
3,1764662400000,1771848000000,1771862400000,1774728000000,15,60,55,48,-7.16,4.08,-2.12,7.49,4,50.0,66.67,36.36,9,0.885579
