fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1756022400000,1763208000000,1763222400000,1766088000000,5,20,58,42,-2.41,26.59,-8.3,10.07,1,0.0,100.0,25.0,3,0.916968
1,1758902400000,1766088000000,1766102400000,1768968000000,10,60,58,45,3.14,32.51,-15.67,18.16,3,0.0,60.0,50.0,5,0.77328
2,1761782400000,1768968000000,1768982400000,1771848000000,5,20,55,48,-1.77,34.38,-7.33,9.95,4,0.0,66.67,50.0,6,0.716563
3,1764662400000,1771848000000,1771862400000,1774728000000,8,20,58,48,-30.62,-5.57,-13.63,13.85,5,40.0,71.43,50.0,7,0.618876
