ma_fast,ma_mid,ma_slow,rsi_short,rsi_cover,vol_min_pct,max_hold_bars,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,funding_bars,funding_carry_pct,return_pct,max_dd_pct,score,equity_multiple
7,30,52,66,46,1.2,96,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,2,32,-0.1599,5.56,4.14,-1.08,1.055561434287036
10,30,52,66,46,1.2,24,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,2,33,-0.1649,5.55,4.14,-1.09,1.0555086562153217
10,30,52,66,46,1.2,48,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,2,33,-0.1649,5.55,4.14,-1.09,1.0555086562153217
10,30,52,66,46,1.2,96,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,2,33,-0.1649,5.55,4.14,-1.09,1.0555086562153217
10,20,52,66,46,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,3.82,4.14,-1.15,1.0381811911276089
10,20,52,66,46,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,3.82,4.14,-1.15,1.0381811911276089
10,20,52,66,46,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,3.82,4.14,-1.15,1.0381811911276089
7,20,52,66,46,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,24,-0.1199,3.81,4.14,-1.16,1.0381292820680526
7,20,52,66,46,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,24,-0.1199,3.81,4.14,-1.16,1.0381292820680526
7,20,52,66,46,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,24,-0.1199,3.81,4.14,-1.16,1.0381292820680526
7,20,60,66,46,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,24,-0.1199,3.81,4.14,-1.16,1.0381292820680526
7,20,60,66,46,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,24,-0.1199,3.81,4.14,-1.16,1.0381292820680526
7,20,60,66,46,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,24,-0.1199,3.81,4.14,-1.16,1.0381292820680526
10,20,60,66,46,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,24,-0.1199,3.81,4.14,-1.16,1.0381292820680526
10,20,60,66,46,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,24,-0.1199,3.81,4.14,-1.16,1.0381292820680526
10,20,60,66,46,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,24,-0.1199,3.81,4.14,-1.16,1.0381292820680526
7,20,52,62,38,1.2,24,5,5,5,5,3,60.0,100.0,100.0,5,5,0,0,0,0,2,98,-0.4888,8.8,8.33,-1.19,1.0879747962052997
7,20,60,62,38,1.2,24,5,5,5,5,3,60.0,100.0,100.0,5,5,0,0,0,0,2,98,-0.4888,8.8,8.33,-1.19,1.0879747962052997
10,20,60,62,38,1.2,24,5,5,5,5,3,60.0,100.0,100.0,5,5,0,0,0,0,2,97,-0.4838,8.8,8.33,-1.19,1.088029197665183
7,30,52,66,38,0.8,24,5,6,5,5,4,80.0,100.0,83.33,5,5,1,0,1,0,2,111,-0.5535,7.6,6.71,-1.29,1.0759614885964752
10,20,52,66,42,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,37,-0.1848,3.71,4.19,-1.32,1.0371122586682364
10,20,52,62,42,1.2,24,6,5,5,5,4,80.0,83.33,100.0,5,5,1,1,0,0,1,92,-0.459,9.38,6.89,-1.38,1.0938369606907778
7,20,52,66,46,0.8,24,4,9,4,4,4,100.0,100.0,44.44,4,4,5,0,5,0,10,76,-0.3793,6.97,4.67,-1.41,1.0697269673660719
7,20,60,66,46,0.8,24,4,9,4,4,4,100.0,100.0,44.44,4,4,5,0,5,0,10,76,-0.3793,6.97,4.67,-1.41,1.0697269673660719
7,30,52,58,42,1.2,24,8,8,7,7,5,71.43,87.5,87.5,7,7,2,1,1,1,4,113,-0.5634,14.78,11.43,-1.43,1.147805651142353
7,30,52,58,46,1.2,48,8,9,7,7,5,71.43,87.5,77.78,7,7,3,1,2,1,4,113,-0.5634,13.87,10.51,-1.73,1.1387052353836216
7,30,52,58,46,1.2,96,8,9,7,7,5,71.43,87.5,77.78,7,7,3,1,2,1,4,113,-0.5634,13.87,10.51,-1.73,1.1387052353836216
7,20,60,62,38,0.8,24,10,15,10,10,7,70.0,100.0,66.67,10,10,5,0,5,0,14,235,-1.1682,9.91,8.33,-1.75,1.0990826633615465
7,30,60,66,46,1.2,24,1,2,1,1,1,100.0,100.0,50.0,1,1,1,0,1,0,2,15,-0.075,4.25,2.96,-1.8,1.0425295463873245
7,30,60,66,46,1.2,48,1,2,1,1,1,100.0,100.0,50.0,1,1,1,0,1,0,2,15,-0.075,4.25,2.96,-1.8,1.0425295463873245
7,30,60,66,46,1.2,96,1,2,1,1,1,100.0,100.0,50.0,1,1,1,0,1,0,2,15,-0.075,4.25,2.96,-1.8,1.0425295463873245
10,30,52,66,38,0.8,24,5,5,5,5,4,80.0,100.0,100.0,5,5,0,0,0,0,1,109,-0.5435,5.27,6.08,-2.02,1.0527280861078925
7,20,60,58,38,0.8,24,14,24,12,12,9,75.0,85.71,50.0,12,12,14,2,12,3,28,279,-1.3853,14.74,10.19,-2.14,1.1473533145323995
10,30,52,58,38,0.8,24,18,21,13,13,10,76.92,72.22,61.9,13,13,13,5,8,1,19,307,-1.5233,12.82,7.42,-2.15,1.1282075620105603
10,30,60,66,42,0.8,24,5,6,4,4,4,100.0,80.0,66.67,4,4,3,1,2,0,5,85,-0.4241,8.12,4.67,-2.16,1.081192865639115
10,30,60,66,38,1.2,24,2,1,1,1,1,100.0,50.0,100.0,1,1,1,1,0,0,0,13,-0.065,6.3,0.86,-2.23,1.0629634886145243
