fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1756022400000,1763208000000,1763222400000,1766088000000,5,20,52,48,46.88,55.02,-0.84,5.54,7,42.86,100.0,100.0,0,0.991613
1,1758902400000,1766088000000,1766102400000,1768968000000,5,20,58,48,18.25,26.72,10.33,2.46,4,75.0,100.0,100.0,0,1.094001
2,1761782400000,1768968000000,1768982400000,1771848000000,10,30,58,48,9.76,13.91,-2.96,3.47,4,25.0,100.0,100.0,0,1.061612
3,1764662400000,1771848000000,1771862400000,1774728000000,12,50,58,48,4.23,8.18,8.17,3.2,3,66.67,100.0,100.0,0,1.14832
