fast,slow,rsi_buy,rsi_sell,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,return_pct,max_dd_pct,score,equity_multiple
10,30,58,42,12,9,10,10,4,40.0,83.33,111.11,10,10,2,2,0,0,1,-2.55,10.48,-17.08,0.9744856582371602
5,50,52,45,17,11,12,12,6,50.0,70.59,109.09,12,12,5,5,0,1,0,1.05,12.06,-17.38,1.0104623630771679
5,50,58,42,11,9,10,10,3,30.0,90.91,111.11,10,10,1,1,0,0,0,-1.61,13.21,-18.27,0.9838855886294506
5,20,52,42,18,13,14,14,6,42.86,77.78,107.69,14,14,4,4,0,2,2,-0.72,12.24,-18.35,0.9928031595799509
5,50,55,42,12,9,10,10,3,30.0,83.33,111.11,10,10,2,2,0,0,0,-1.31,12.94,-18.78,0.9869364096841037
5,30,55,42,15,12,13,13,4,30.77,86.67,108.33,13,13,2,2,0,0,2,-3.26,11.88,-19.09,0.9674486438589708
5,30,58,42,15,11,11,11,4,36.36,73.33,100.0,11,11,4,4,0,0,2,-1.54,11.57,-19.42,0.9845557621545632
5,30,52,45,18,13,14,14,6,42.86,77.78,107.69,14,14,4,4,0,0,2,-0.76,13.64,-20.07,0.9924283241338648
15,20,52,42,13,12,13,13,4,30.77,100.0,108.33,13,13,0,0,0,0,1,-4.0,14.22,-20.65,0.9599908637042134
10,30,52,42,16,12,13,13,5,38.46,81.25,108.33,13,13,3,3,0,4,1,-2.47,13.34,-20.88,0.9753053994858667
5,40,52,45,18,12,13,13,6,46.15,72.22,108.33,13,13,5,5,0,4,1,0.09,15.15,-21.84,1.0008631220635
5,40,55,42,15,11,12,12,4,33.33,80.0,109.09,12,12,3,3,0,1,1,-3.65,13.8,-22.75,0.9634874357745927
5,50,52,42,14,10,11,11,4,36.36,78.57,110.0,11,11,3,3,0,1,0,-2.57,14.65,-22.87,0.9742800451238035
8,30,55,42,15,12,13,13,4,30.77,86.67,108.33,13,13,2,2,0,0,0,-5.19,13.51,-22.99,0.948087616675539
5,30,52,42,16,13,14,14,4,28.57,87.5,107.69,14,14,2,2,0,0,2,-5.88,14.27,-24.49,0.9412346976299657
8,30,52,42,17,13,14,14,4,28.57,82.35,107.69,14,14,3,3,0,2,0,-5.72,14.0,-24.78,0.9427835111039551
15,20,55,42,15,11,12,12,4,33.33,80.0,109.09,12,12,3,3,0,0,1,-5.36,14.11,-24.84,0.9463692293619043
5,40,52,42,20,13,14,14,4,28.57,70.0,107.69,14,14,6,6,0,3,2,-7.84,16.92,-32.26,0.9215639744367934
