ma_fast,ma_mid,ma_slow,rsi_short,rsi_cover,vol_min_pct,max_hold_bars,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,return_pct,max_dd_pct,score,equity_multiple
7,20,60,58,38,0.8,24,20,38,9,9,5,55.56,45.0,23.68,9,9,40,11,29,19,59,-14.06,17.67,-47.33,0.8593506604088046
10,30,60,58,42,0.8,24,20,33,9,9,5,55.56,45.0,27.27,9,9,35,11,24,15,49,-13.24,18.56,-47.39,0.8676343169374561
7,20,60,58,42,0.4,48,22,17,9,9,5,55.56,40.91,52.94,9,9,21,13,8,23,17,-13.06,19.64,-47.84,0.8694299538587612
7,20,60,58,38,0.4,24,22,38,9,9,5,55.56,40.91,23.68,9,9,42,13,29,23,59,-14.06,17.67,-47.95,0.8593506604088046
7,20,60,66,42,0.4,48,7,10,5,5,2,40.0,71.43,50.0,5,5,7,2,5,3,11,-16.48,20.61,-47.99,0.8352075928400983
7,20,60,66,42,0.8,48,7,10,5,5,2,40.0,71.43,50.0,5,5,7,2,5,3,11,-16.48,20.61,-47.99,0.8352075928400983
7,30,52,58,38,0.8,24,21,52,10,10,5,50.0,47.62,19.23,10,10,54,11,43,17,88,-11.37,20.6,-47.99,0.886292413646512
10,30,52,58,38,0.8,24,21,52,10,10,5,50.0,47.62,19.23,10,10,54,11,43,19,88,-11.37,20.6,-47.99,0.886292413646512
7,20,60,62,46,0.4,48,12,16,6,6,3,50.0,50.0,37.5,6,6,16,6,10,10,22,-14.24,19.33,-48.06,0.8576181603509027
7,20,60,62,46,0.8,48,12,16,6,6,3,50.0,50.0,37.5,6,6,16,6,10,10,22,-14.24,19.33,-48.06,0.8576181603509027
10,20,52,58,38,0.4,48,27,35,7,7,4,57.14,25.93,20.0,7,7,48,20,28,30,57,-4.9,23.5,-48.21,0.9510391488560024
