symbol,data_source,bars,start_ts,end_ts,start_iso_utc,end_iso_utc,bear_start_utc,wf_folds,wf_grid_oos_return_pct,wf_grid_oos_max_dd_pct,wf_grid_oos_trades,wf_grid_oos_win_rate,wf_grid_oos_avg_entry_fill_rate,wf_grid_oos_total_capacity_reject_entries,wf_grid_oos_total_capacity_reject_exits,wf_ga_oos_return_pct,wf_ga_oos_max_dd_pct,wf_ga_oos_trades,wf_ga_oos_win_rate,wf_ga_oos_avg_entry_fill_rate,wf_ga_oos_total_capacity_reject_entries,wf_ga_oos_total_capacity_reject_exits,wf_ga_minus_grid_return_pct,preferred_method
ETH-USDT,binance,2190,1745236800000,1776758400000,2025-04-21T12:00:00+00:00,2026-04-21T08:00:00+00:00,2025-10-01,12,6.12,8.42,7,57.14,58.33,0,5,11.0,12.16,7,71.43,58.33,0,0,4.88,ga
SOL-USDT,binance,2190,1745236800000,1776758400000,2025-04-21T12:00:00+00:00,2026-04-21T08:00:00+00:00,2025-10-01,12,3.94,17.4,7,57.14,45.83,8,23,0.34,14.11,5,40.0,29.17,5,22,-3.6,grid
BTC-USDT,binance,2190,1745236800000,1776758400000,2025-04-21T12:00:00+00:00,2026-04-21T08:00:00+00:00,2025-10-01,12,3.7,7.83,8,62.5,58.33,0,5,1.03,7.82,8,62.5,58.33,0,5,-2.67,grid
BNB-USDT,binance,2190,1745236800000,1776758400000,2025-04-21T12:00:00+00:00,2026-04-21T08:00:00+00:00,2025-10-01,12,1.8,9.37,1,100.0,8.33,18,0,0.0,0.0,0,0.0,0.0,22,0,-1.8,ga
UNI-USDT,binance,2190,1745236800000,1776758400000,2025-04-21T12:00:00+00:00,2026-04-21T08:00:00+00:00,2025-10-01,12,0.0,0.0,0,0.0,0.0,34,0,0.0,0.0,0,0.0,0.0,28,0,0.0,grid
STRK-USDT,binance,2190,1745236800000,1776758400000,2025-04-21T12:00:00+00:00,2026-04-21T08:00:00+00:00,2025-10-01,12,0.0,0.0,0,0.0,0.0,29,0,0.0,0.0,0,0.0,0.0,27,0,0.0,grid
