fast,slow,rsi_buy,rsi_sell,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,return_pct,max_dd_pct,score,equity_multiple
10,30,55,48,177,107,83,83,39,46.99,46.89,77.57,83,83,119,94,25,90,58,246.65,12.52,222.54,3.466529638716749
15,50,58,45,121,60,47,47,30,63.83,38.84,78.33,47,47,88,74,14,71,33,247.11,11.98,222.47,3.4710616714208
8,40,55,48,183,102,77,77,41,53.25,42.08,75.49,77,77,132,106,26,102,58,247.97,13.03,222.42,3.479694260047521
15,20,58,48,137,92,70,70,39,55.71,51.09,76.09,70,70,90,67,23,51,54,243.55,11.2,221.58,3.435513898282618
12,20,55,48,177,125,82,82,46,56.1,46.33,65.6,82,82,139,95,44,95,102,246.17,13.68,219.99,3.461693315498995
5,60,58,45,115,89,55,55,31,56.36,47.83,61.8,55,55,95,60,35,48,77,244.81,12.69,219.85,3.448121399929955
12,20,52,48,218,123,87,87,46,52.87,39.91,70.73,87,87,168,131,37,142,89,245.46,14.22,217.91,3.4545844637772767
8,20,55,45,163,122,73,73,42,57.53,44.79,59.84,73,73,140,90,50,84,112,242.83,12.85,217.12,3.428275764908291
12,60,55,48,154,84,68,68,37,54.41,44.16,80.95,68,68,103,86,17,72,38,245.68,16.8,216.19,3.456769731991867
5,60,52,45,146,108,71,71,43,60.56,48.63,65.74,71,71,113,75,38,79,87,241.61,13.69,215.77,3.4161263387634224
10,60,52,45,137,87,65,65,39,60.0,47.45,74.71,65,65,95,72,23,78,54,241.14,13.63,215.64,3.4114057011637917
5,60,55,45,143,91,63,63,34,53.97,44.06,69.23,63,63,109,80,29,79,64,242.07,14.77,214.41,3.4206805668102587
5,30,52,48,214,126,91,91,52,57.14,42.52,72.22,91,91,159,123,36,126,86,239.53,12.68,214.3,3.395309607869686
5,50,55,48,183,116,80,80,46,57.5,43.72,68.97,80,80,140,103,37,97,81,237.88,12.17,213.28,3.378828944647434
10,20,58,45,123,97,60,60,35,58.33,48.78,61.86,60,60,101,63,38,49,86,242.49,16.96,212.55,3.4248948943098263
8,50,58,48,127,84,68,68,40,58.82,53.54,80.95,68,68,76,59,17,36,39,235.81,13.15,212.11,3.358123063445118
10,40,55,48,159,90,77,77,37,48.05,48.43,85.56,77,77,96,82,14,74,33,234.27,11.59,211.91,3.3427327036020165
10,30,58,48,140,84,71,71,40,56.34,50.71,84.52,71,71,83,69,14,42,32,233.31,11.31,211.57,3.333070489747205
8,30,52,48,243,112,82,82,51,62.2,33.74,73.21,82,82,192,161,31,153,73,239.65,14.48,210.99,3.3965292639897564
