ma_fast,ma_mid,ma_slow,rsi_short,rsi_cover,vol_min_pct,max_hold_bars,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,funding_bars,funding_carry_pct,return_pct,max_dd_pct,score,equity_multiple
7,20,52,66,42,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
7,20,52,66,42,0.8,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
7,20,52,66,42,0.8,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
7,20,60,66,42,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
7,20,60,66,42,0.4,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
7,20,60,66,42,0.4,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
7,20,60,66,42,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
7,20,60,66,42,0.8,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
7,20,60,66,42,0.8,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,52,66,42,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,52,66,42,0.4,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,52,66,42,0.4,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,52,66,42,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,52,66,42,0.8,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,52,66,42,0.8,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,60,66,42,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,60,66,42,0.4,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,60,66,42,0.4,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,60,66,42,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,60,66,42,0.8,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
10,20,60,66,42,0.8,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,1,17,-0.085,7.87,2.96,4.31,1.0786631244969325
7,20,52,66,38,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
7,20,52,66,38,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
7,20,60,66,38,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
7,20,60,66,38,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
7,30,52,66,38,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
7,30,52,66,38,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
7,30,60,66,38,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
7,30,60,66,38,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
10,20,52,66,38,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
