fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1756022400000,1763208000000,1763222400000,1766088000000,8,20,52,48,20.85,24.13,-2.96,4.64,7,28.57,100.0,100.0,0,0.970389
1,1758902400000,1766088000000,1766102400000,1768968000000,8,50,58,48,10.48,14.2,7.55,2.74,5,60.0,100.0,100.0,0,1.043651
2,1761782400000,1768968000000,1768982400000,1771848000000,5,40,52,48,5.75,9.47,-4.63,4.63,4,25.0,100.0,100.0,0,0.995333
3,1764662400000,1771848000000,1771862400000,1774728000000,15,50,52,48,3.42,7.52,8.33,6.38,4,50.0,100.0,100.0,0,1.078235
