fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1756022400000,1763208000000,1763222400000,1766088000000,5,20,52,48,60.14,96.74,3.88,16.56,3,66.67,100.0,100.0,0,1.038844
1,1758902400000,1766088000000,1766102400000,1768968000000,12,60,55,48,90.18,122.47,2.18,10.62,5,40.0,100.0,100.0,0,1.061511
2,1761782400000,1768968000000,1768982400000,1771848000000,5,50,52,48,105.79,135.96,-2.0,6.22,1,0.0,100.0,100.0,0,1.04029
3,1764662400000,1771848000000,1771862400000,1774728000000,5,20,52,48,5.89,15.38,-4.81,8.02,7,28.57,100.0,100.0,0,0.990282
