fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1756022400000,1763208000000,1763222400000,1766088000000,12,30,52,48,26.02,32.88,-4.09,7.88,4,25.0,100.0,100.0,0,0.959111
1,1758902400000,1766088000000,1766102400000,1768968000000,8,50,58,48,13.04,18.12,10.25,4.22,6,50.0,100.0,100.0,0,1.057381
2,1761782400000,1768968000000,1768982400000,1771848000000,5,20,58,48,9.17,16.26,-2.04,7.65,3,33.33,100.0,100.0,0,1.035829
3,1764662400000,1771848000000,1771862400000,1774728000000,5,20,55,48,3.23,10.74,-3.77,11.57,7,42.86,100.0,100.0,0,0.996775
