fold,train_start_ts,train_end_ts,test_start_ts,test_end_ts,best_fast,best_slow,best_rsi_buy,best_rsi_sell,train_score,train_return_pct,test_return_pct,test_max_dd_pct,test_trades,test_win_rate,test_entry_fill_rate,test_exit_fill_rate,test_limit_expired,oos_equity_after_fold
0,1713686400000,1735272000000,1735286400000,1742472000000,5,40,52,48,176.2,192.31,-9.01,20.68,9,33.33,100.0,100.0,0,0.909931
1,1720886400000,1742472000000,1742486400000,1749672000000,15,40,55,48,165.68,181.79,41.14,12.89,11,45.45,100.0,110.0,0,1.284303
2,1728086400000,1749672000000,1749686400000,1756872000000,5,20,52,48,267.44,287.16,18.61,17.9,18,55.56,100.0,100.0,0,1.523363
3,1735286400000,1756872000000,1756886400000,1764072000000,12,40,52,48,80.05,97.63,51.42,36.85,15,53.33,100.0,100.0,0,2.306693
4,1742486400000,1764072000000,1764086400000,1771272000000,12,20,52,48,382.85,414.12,12.75,7.3,6,83.33,100.0,100.0,0,2.600772
